Id	idConcept	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	UF1	UF2	UF3	UF4	UF5	UF6	UF7	RT1	RT2	RT3	RT4	RT5	RT6	RT7	RT8	RT9	RT10	RT11	RT12	RT13	LANG1	LANG2	LANG3	LANG4	LANG5	LANG6	NOTE1	NOTE2	NOTE3	NOTE4	
120	16361							poterne																								postern(en)	postierla(it)	poterna(es)	poterne(nl)	Poterne(de)	باب  خلفي(ar)	Porte secondaire ménagée dans des fortifications. (Dic. Archi. PO)			
121	35821					garnison																										Garnison(de)	garnizoen(nl)	garrison(en)	guarnición(es)	guarnigione(it)	حامية(ar)	Ensemble de troupes occupant une place, une forteresse pour la défendre.  Par extension, lieu où stationne au moins une unité de l'armée, même en temps de paix. (Atilf)			
122	15376					krak																										krak(en)	krak(es)	krak(it)	krak(nl)	Krak(de)	حصن صليبي(ar)	Ensemble fortifié construit par les Croisés (Lar.)			
123	15377					ksar																										ksar(en)	ksar(es)	ksar(it)	ksar(nl)	Ksar(de)	قصر مسوَّر(ar)	Village fortifié des oasis sahariennes (Lar.)			
124	155786					poudrière						dépôt de munition	magasin à poudre																			gunpowder magazine(en)						Dépôt de poudre et de munitions ou d'explosifs à base de poudre (cnrtl)	source : revue Archéologie médiévale		
125	35803					travaux de siège																										Belagerungsarbeiten(de)	belegeringswerken(nl)	تجهيزات حصار(ar)							
126	13303			architecture monumentale															bâtiment militaire	édifice public	édifice religieux											architettura monumentale(it)	arquitectura monumental(es)	monumental architecture(en)	Monumentalarchitektur(de)	monumentale architectuur(nl)	عمارة تذكارية(ar)	Notion à n'utiliser que pour une vue générale (BL)			
127	155672			architecture navale								naval engineering																				architettura navale(it)	naval architecture(en)					Art de concevoir des structures navigantes maritimes et fluviales, pouvant se déplacer sur l'eau et sous l'eau, dont principalement tous les types de bateaux et navires. (Wikipédia)   Si dans l'Antiquité et à l'époque médiévale il n'y a pas à proprement parler de conception de navires, cela change à partir du XVIIIe siècle (cf. Duhamel du Monceau, Elemens de l'architecture navale).			
128	13307			architecture publique								architecture civile																				architettura pubblica(it)	arquitectura pública(es)	burgerlijke architectuur(nl)	civil architecture(en)	Profanarchitektur(de)	عمارة عمومية(ar)	Art, science et technique de la construction, de l'aménagement des édifices liés à l’ensemble des activités et occupations d’un Etat. (ER)			
129	17636				édifice public														architecture monumentale	espace public												edificio pubblico(it)	edificio público(es)	öffentliches Gebäude(de)	openbaar gebouw(nl)	public building(en)	بناء عمومي(ar)	bâtiment destiné au public, à un usage administratif (ATLIF)			
130	13174					amphithéâtre																										amfitheater(nl)	Amphitheater(de)	amphitheatre(en)	anfiteatro(es)	anfiteatro(it)	مدرج(ar)	Grand édifice de forme ronde ou ovale, garni de gradins et destiné aux jeux publics (ATLIF)			
131	13416						arène																									arena(en)	arena(es)	arena(it)	arena(nl)	Arena(de)	ميدان المصارعة(ar)	Espace sablé, au centre des amphithéâtres romains, où se livraient les combats de gladiateurs (Lar.)			
132	13283					arc monumental																										arco monumental(es)	arco monumentale(it)	monumental arch(en)	Monumentalbogen(de)	monumentale boog(nl)	قوس نصبي(ar)	Monument formé d'une ou plusieurs arches alignées ou transversales (Dic Archi 1972)			
133	13281						arc commémoratif												monument commémoratif													arco commemorativo(it)	arco conmemorativo(es)	commemorative arch(en)	Gedenkbogen(de)	herdenkingsboog(nl)	قوس تذكاري(ar)	une structure de pierres qui sert de bâtiment, appareillées formant une courbe et reposant sur deux supports qui rappelle le souvenir d'une personne, d'un événement			
134	13282						arc de triomphe					arc honorifique							Arc de Trajan	Arc d'Orange	monument honorifique											arco de triunfo(es)	arco di trionfo(it)	triomfboog(nl)	triumphal arch(en)	Triumphbogen(de)	قوس النصر(ar)	Monument à l’origine temporaire, et généralement en bois, érigé dans une ville pour célébrer le passage d'un général vainqueur, ou une grande victoire. Il est composé d’une ou plusieurs arches, il est orné de sculpture et d’inscriptions (ATLIF-Larousse)			
135	13544					basilica						basilique romaine																				basilica(es)	basilica(nl)	basilica (judicial)(en)	basilica romana(it)	Basilika (Halle)(de)	بازيليكا(ar)	Edifice public romain, allongé et divisé en trois nefs, qui servait de tribunal, puis de lieu de promenade et de commerce (LexHCR)			
136	13560					beffroi																										beffroi(it)	belfort(nl)	belfrey(en)	Belfried(de)	campanario(es)	برج الحصار(ar)	Tour surmontant un bâtiment public ou privé, et indiquant généralement l'heure. (ATLIF) Tour ou clocher en charpente servant à faire le guet et où se trouvait une cloche pour sonner l’alarme (Wikipédia). Tour forte, signalant le gouvernement communal, en signe de surveillance, de sécurité et de convivialité, souvent porteuse de la cloche de la commune (Patriarche)			
137	13565					bibliotheca													bibliothèque													biblioteca(es)	biblioteca(it)	bibliotheek(nl)	Bibliothek(de)	library(en)	مكتبة(ar)	édifice ou salle où sont conservés des livres			
138	13620					bouleutérion													bouleute													bouleuterion(en)	bouleuterion(nl)	buleterion(it)	Buleuterion(de)	sede del consejo(es)	قاعة الاجتماع(ar)	bâtiment où se réunissait la boulè, le conseil,une assemblée restreinte de citoyens chargés des affaires courantes de la cité, dans les cités de la Grèce antique. (Wikipédia)			
139	13744					caravansérail																										caravanserai(en)	caravanserraglio(it)	caravasar(es)	karavanserai(nl)	Karawanserei(de)	خان القوافل(ar)	Hôtellerie pour les caravanes (Lar;)			
140	13889					cirque													course	gladiateur												circo(es)	circo(it)	circus(en)	circus(nl)	Circus(de)	سيرك(ar)	Vaste enceinte à ciel ouvert ou tendue d'un velarium, au sol couvert de sable, entourée de gradins, dans laquelle on donnait des jeux publics (courses de chars, combats de fauves, de gladiateurs, etc.) (ATLIF)			
141	13416						arène																									arena(en)	arena(es)	arena(it)	arena(nl)	Arena(de)	ميدان المصارعة(ar)	Espace sablé, au centre des amphithéâtres romains, où se livraient les combats de gladiateurs (Lar.)			
142	14691						faction																									facción(es)	factie(nl)	factio(it)	faction(en)	Faktion(de)	فرقة مهرجين(ar)	Groupe de concurrents appartenant aux différentes écuries qui s'opposaient les unes aux autres lors des jeux du cirque (ATLIF)			
143	14243					curie																										curia(en)	curia(es)	curia(it)	curia(nl)	Curia(de)	مجلس شيوخ روماني(ar)	Lieu de réunion du sénat à Rome (ATLIF)			
144	17612					école																										escuela(es)	school(en)	school(nl)	Schule(de)	scuola(it)	مَدرَسة(ar)	établissement où l'on donne un enseignement collectif (ATLIF)			
145	27508						médersa					madrasa																				madrasa(it)	Madrasa(de)	madrasah(en)	madrassa(nl)	madraza(es)	مدرسة دينية(ar)	C'était un établissement d'enseignement (proche des facultés et universités actuelles) créé pour la première fois aux alentours du Ve siècle de l'Hégire pour assurer l'enseignement supérieur religieux en général et diffuser les doctrines sunnites en particulier. (Wikipédia)			
146	14789					fontaine																										fontana(it)	Fontäne(de)	fontein(nl)	fountain(en)	fuente(es)	نافورة(ar)	Construction, généralement munie d'un bassin, aménagée pour l'écoulement et la distribution de l'eau venant d’une source (ATLIF)			
147	14962					gymnase																										gimnasio(es)	ginnasio(it)	Gymnasion(de)	gymnasium(en)	gymnasium(nl)	صالة رياضية(ar)	Édifice public comprenant bâtiments et portiques où l'on se rencontrait pour parler et pour pratiquer les exercices du corps. (ATLIF)			
148	15042					hippodrome																										hipodromo(es)	Hippodrom(de)	hippodrome(en)	hippodroom(nl)	ippodromo(it)	ميدان سباق الخيل(ar)	Cirque de forme oblongue aménagé pour les courses de chevaux et de chars. (ATLIF)			
149	15153					hôpital						hôtel-dieu	maison-dieu						infirmerie	léproserie												hospitaal(nl)	hospital(en)	hospital(es)	Hospital(de)	ospedale(it)	مستشفى(ar)	Établissement public pour l'accueil et les soins aux malades par du personnel qualifié (d'ap. Wikipedia, histoire de l'hôpital)			
150	35176						maladrerie												léproserie													lazaret(en)	lazaret(nl)	lazareto(es)	lazzaretto(it)	Siechenhaus(de)	دمنة(ar)	Hôpital pour lépreux			
151	27668					hospice																										gesticht(nl)	hospice(en)	hospicio(es)	Hospiz(de)	ospizio(it)	ملجئ(ar)	Établissement public ou privé, dont le régime est voisin de celui des hôpitaux, qui accueille les vieillards, les infirmes, les incurables, les enfants abandonnés, orphelins.(ATLIF)			
152	15112					hospitium																										hospicio(es)	hospitium(en)	hospitium(it)	hospitium(nl)	Hospitium(de)	خان(ar)	Tout local dans lequel un voyageur romain trouve un gîte, la table et le logement			
153	155749					hôtel de ville																										municipio(it)	Rathhaus(de)	town hall(en)				Édifice ou partie d'édifice où se réunissent les magistrats municipaux et où sont groupés les services administratifs d'une commune (Patriarche). Édifice dont l'apparition au Moyen Âge correspond au déclin du pouvoir seigneurial et à l'octroi de privilèges aux municipalités (Wikipedia)			
154	15369					kiosque																										chiosco(it)	kiosco(es)	kiosk(nl)	Kiosk(de)	pavilion(en)	كشك(ar)	petit pavillon de jardin ouvert sur le côtés, coiffé d'un dôme, de base circulaire ou polygonale, limité sur le pourtour le plus souvent par une balustrade surmontée ou non d'une surface vitrée, servant de lieu de repos dans les jardins et les parcs (ATLIF)			
155	15382					labyrinthe																										doolhof(nl)	laberinto(es)	labirinto(it)	labyrinth(en)	Labyrinth(de)	متاهة(ar)	Vaste enclos antique comportant un réseau de salles et de galeries, souterraines ou en surface, enchevêtrées de manière qu'on puisse difficilement en trouver l'issue. (ATLIF)			
156	15427					latrines						cabinet d'aisance	fosse d'aisance	latrine																		latrine(it)	Latrinen(de)	latrines(en)	latrines(nl)	letrinas(es)	مراحيض(ar)	Lieux retirés destinés à la satisfaction des besoins naturels (ATLIF)			
157	15428					lavoir																										lavadero(es)	lavatoio(it)	Waschhaus(de)	wash-house(en)	washuis(nl)	مغسل(ar)	Bassin public aménagé pour laver le linge; l'édifice qui l'abrite (Lar)			
158	35177					léproserie													hôpital	infirmerie	lèpre	maladrerie										lebbrosario(it)	leper colony(en)	Leprakolonie(de)	leprosário(es)	leprozenhuis(nl)	مشفى الجذام(ar)	Lieu d'isolement des malades de la lèpre (d'ap. Wikipedia)			
159	178532					mansio						mansiones							voie romaine													mansio(de)	mansio(en)	mansio(es)	mansio(it)	mansio(nl)		Une mansio est un gîte d’étape situé le long d’une voie romaine à l’époque de l'Empire romain. (WP le 13/11/18)			
160	35594					monument commémoratif													arc commémoratif													Denkwürdiges Monument(de)	herdenkingsmonument(nl)	memorial monument(en)	monumento commemorativo(es)	monumento commemorativo(it)	نصب تذكاري(ar)	Ouvrage d'architecture ou de sculpture édifié pour perpétuer le souvenir de persone, d'évenement (Lar.)			
161	13981						colonne monumentale												colonne	pilier												colonna monumentale(it)	columna monumental(es)	monumental column(en)	monumentale zuil(nl)	Monumentalsäule(de)	عمود تذكاري(ar)	Monument commémoratif consistant en une colonne plus ou moins haute, surmontée, souvent, d'une statue et qui a des proportions importantes (ATLIF)			
162	246325					monument honorifique						édifice honorifique							arc de triomphe	inscription honorifique	statue honorifique																				
163	15921					nymphée																										ninfeo(es)	ninfeo(it)	nymfaeum(nl)	nymphaeum(en)	Nymphäum(de)	نمفيوم(ar)	Lieu consacré aux nymphes, constitué généralement par une grotte naturelle ou artificielle où coule une source (ATLIF)			
